gid,role,role_score,cluster_id,priority_score,evidence,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,pagerank,betweenness,n_seed_payers,n_seed_upstream,component_id,depth,is_seed,truncated,verified_sink
100000001166289100,peripheral,1.0000,0,0.6379,"вход 2/721 тыс KZT, выход 1/25 тыс KZT (пропуск 3%): признаков роли нет",2,1,721039,25000,10,1,0.0347,0.00211624,0,0,1,1,2,false,false,false
100000008477350100,coordinator,0.9500,1,0.9523,"координация: вход 11/610 тыс KZT, выход 39/3.4 млн KZT; посредничество top-3% (12704), кластеров на входе 3, seed выше по цепочке 3",11,39,610100,3374866,14,44,5.5317,0.00102728,12703.7,0,3,0,2,false,false,false
100000003824464100,peripheral,0.6300,20,0.4423,"вход 1/200 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,200000,0,1,0,0.0000,0.000321461,0,0,1,0,2,false,false,true
100000002738256100,transit,0.9200,51,0.5377,"транзит: получил 150 тыс KZT от 1, отдал 175 тыс KZT на 1 (пропуск 117%); в течение 2 дней ушло 100%",1,1,150200,175000,1,1,1.1651,0.000506253,0,0,1,8,2,false,false,false
100000001857829100,coordinator,0.9500,5,0.9455,"координация: вход 6/889 тыс KZT, выход 16/2.4 млн KZT; посредничество top-3% (9890), кластеров на входе 4, seed выше по цепочке 3",6,16,888535,2390993,9,16,2.6909,0.000616547,9889.63,0,3,0,2,false,false,false
100000008672762100,peripheral,1.0000,0,0.2258,"вход 1/13 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,13000,0,1,0,0.0000,0.000288419,0,0,1,1,2,false,false,true
100000001737722100,peripheral,1.0000,2,0.4341,"вход 1/60 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,60460,0,1,0,0.0000,0.000317021,0,0,2,0,2,false,false,true
100000005572303100,peripheral,1.0000,4,0.5161,"вход 1/75 тыс KZT, выход 1/20 тыс KZT (пропуск 27%): признаков роли нет",1,1,75000,20000,1,1,0.2667,0.000311561,194,0,3,0,2,false,false,false
100000008733049100,peripheral,1.0000,15,0.2877,"вход 1/10 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,10000,0,1,0,0.0000,0.000287194,0,0,3,0,2,false,false,true
100000000850297100,transit,1.0000,8,0.3338,"транзит: получил 18 тыс KZT от 1, отдал 18 тыс KZT на 1 (пропуск 100%); в течение 2 дней ушло 100%",1,1,17520,17520,1,1,1.0000,0.000292324,0,0,1,0,2,false,false,false
100000005140601100,peripheral,1.0000,5,0.5935,"вход 3/53 тыс KZT, выход 2/195 тыс KZT (пропуск 371%): признаков роли нет",3,2,52685,195300,4,5,3.7069,0.00283693,99,0,1,0,2,false,false,false
100000004410489100,peripheral,1.0000,2,0.4245,"вход 1/54 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,54000,0,1,0,0.0000,0.000312496,0,0,2,0,2,false,false,true
100000006852430100,peripheral,1.0000,10,0.4973,"вход 1/37 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,37000,0,1,0,0.0000,0.000533021,0,0,8,0,2,false,false,true
100000003166755100,peripheral,1.0000,2,0.3153,"вход 1/24 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,24010,0,1,0,0.0000,0.000287797,0,0,2,0,2,false,false,true
100000008258083100,peripheral,1.0000,28,0.7791,"вход 2/3.1 млн KZT, выход 2/2.0 млн KZT (пропуск 65%): признаков роли нет",2,2,3149500,2045650,13,6,0.6495,0.00104111,392,0,3,0,2,false,false,false
100000003054328100,peripheral,1.0000,11,0.4683,"вход 1/140 тыс KZT, выход 2/194 тыс KZT (пропуск 138%): признаков роли нет",1,2,140000,193720,1,2,1.3837,0.000334048,4,0,1,0,2,false,false,false
100000008473207100,peripheral,0.6300,2,0.5957,"вход 1/202 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,202000,0,4,0,0.0000,0.000552632,0,0,8,0,2,false,false,true
100000008104567100,coordinator,0.8800,8,0.7890,"координация: вход 3/54 тыс KZT, выход 3/40 тыс KZT; посредничество top-3% (10225), кластеров на входе 2, seed выше по цепочке 2",3,3,53550,40000,3,4,0.7470,0.000534881,10224.8,0,2,0,2,false,false,false
100000002721825100,peripheral,1.0000,1,0.3161,"вход 1/11 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,11000,0,1,0,0.0000,0.00052827,0,0,1,0,2,false,false,true
100000003509750100,transit,1.0000,7,0.6815,"транзит: получил 82 тыс KZT от 3, отдал 78 тыс KZT на 3 (пропуск 95%); в течение 2 дней ушло 74%",3,3,82290,78400,4,5,0.9527,0.00167474,10,0,1,0,2,false,false,false
100000007322059100,transit,0.7600,31,0.6051,"транзит: получил 29 тыс KZT от 2, отдал 22 тыс KZT на 1 (пропуск 78%); в течение 2 дней ушло 69%",2,1,29000,22500,2,2,0.7759,0.000674824,202,0,1,0,2,false,false,false
100000004441291100,peripheral,1.0000,2,0.4496,"вход 1/20 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,20000,0,1,0,0.0000,0.000545534,0,0,4,0,2,false,false,true
100000006122699100,peripheral,0.6200,9,0.5290,"вход 2/46 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",2,0,45865,0,2,0,0.0000,0.000402355,0,0,2,0,2,false,false,true
100000008254069100,peripheral,0.8300,17,0.4382,"вход 1/10 тыс KZT, выход 5/108 тыс KZT (пропуск 1054%): признаков роли нет",1,5,10200,107500,2,6,10.5392,0.000340569,471.933,0,4,0,2,false,false,false
100000003336565100,peripheral,1.0000,0,0.2447,"вход 1/17 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,16550,0,1,0,0.0000,0.000289616,0,0,1,1,2,false,false,true
100000002492277100,peripheral,0.6900,2,0.4624,"вход 1/138 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,138500,0,1,0,0.0000,0.000305724,0,0,2,0,2,false,false,true
100000001339466100,peripheral,1.0000,2,0.4003,"вход 1/30 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,30000,0,1,0,0.0000,0.00030223,0,0,3,0,2,false,false,true
100000005022964100,peripheral,1.0000,2,0.4080,"вход 1/20 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,20000,0,1,0,0.0000,0.000325554,0,0,4,0,2,false,false,true
100000003112436100,peripheral,0.7300,4,0.4836,"вход 1/100 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,100000,0,1,0,0.0000,0.000300488,0,0,4,0,2,false,false,true
100000000489417100,transit,1.0000,12,0.7130,"транзит: получил 74 тыс KZT от 3, отдал 80 тыс KZT на 1 (пропуск 109%); в течение 2 дней ушло 100%",3,1,73504,80000,3,1,1.0884,0.000548475,70.8842,0,2,0,2,false,false,false
100000002217161100,peripheral,0.7700,33,0.7291,"вход 2/405 тыс KZT, выход 7/995 тыс KZT (пропуск 246%): признаков роли нет",2,7,404750,995132,15,19,2.4586,0.000884121,783,0,2,0,2,false,false,false
100000002469065100,peripheral,0.6300,4,0.5356,"вход 1/200 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,200000,0,1,0,0.0000,0.000316938,0,0,4,0,2,false,false,true
100000007337374100,peripheral,1.0000,0,0.2622,"вход 1/20 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,20000,0,2,0,0.0000,0.000290779,0,0,1,1,2,false,false,true
100000003249054100,consolidator,0.8500,2,0.8328,"консолидация: получает от 7 плательщиков 100 тыс KZT, отдаёт дальше 15% (1 получ.)",7,1,99700,15000,11,1,0.1505,0.000428938,200,0,3,0,2,false,false,false
100000003024542100,peripheral,1.0000,2,0.3587,"вход 1/8 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,8500,0,1,0,0.0000,0.000316185,0,0,4,0,2,false,false,true
100000002718366100,consolidator,1.0000,3,0.9152,"консолидация: получает от 6 плательщиков 2.5 млн KZT, отдаёт дальше 0% (0 получ.)",6,0,2525000,0,10,0,0.0000,0.000677485,0,0,5,0,2,false,false,true
100000005059998100,peripheral,1.0000,2,0.2672,"вход 1/18 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,18000,0,1,0,0.0000,0.000294318,0,0,1,0,2,false,false,true
100000004071070100,peripheral,1.0000,1,0.5612,"вход 2/41 тыс KZT, выход 1/6 тыс KZT (пропуск 15%): признаков роли нет",2,1,41000,6000,5,1,0.1463,0.00118241,0,0,2,0,2,false,false,false
100000001584286100,terminal,0.8300,11,0.7393,"конечный получатель: получил 739 тыс KZT от 2 (3 перев.), исходящих ≥5000 нет, хотя обход шёл дальше (колено 2)",2,0,738699,0,3,0,0.0000,0.000326621,0,0,5,0,2,false,false,true
100000008701256100,peripheral,1.0000,30,0.4161,"вход 1/58 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,58250,0,1,0,0.0000,0.000302089,0,0,2,0,2,false,false,true
100000001490461100,peripheral,1.0000,8,0.4116,"вход 1/20 тыс KZT, выход 1/5 тыс KZT (пропуск 25%): признаков роли нет",1,1,20000,5000,1,1,0.2500,0.000319216,111,0,2,0,2,false,false,false
100000008531186100,peripheral,0.7100,2,0.5143,"вход 1/125 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,125000,0,1,0,0.0000,0.00035984,0,0,3,0,2,false,false,true
100000004765639100,peripheral,1.0000,1,0.2662,"вход 1/5 тыс KZT, выход 2/11 тыс KZT (пропуск 220%): признаков роли нет",1,2,5000,11000,1,2,2.2000,0.000359595,0,0,1,0,2,false,false,false
100000002983879100,terminal,0.5300,2,0.7022,"конечный получатель: получил 200 тыс KZT от 2 (2 перев.), исходящих ≥5000 нет, хотя обход шёл дальше (колено 2)",2,0,200050,0,2,0,0.0000,0.000355993,0,0,4,0,2,false,false,true
100000008734364100,peripheral,1.0000,0,0.2913,"вход 1/26 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,26200,0,1,0,0.0000,0.000292869,0,0,1,1,2,false,false,true
100000003192220100,peripheral,1.0000,53,0.4156,"вход 1/60 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,60000,0,2,0,0.0000,0.000499874,0,0,1,0,2,false,false,true
100000008060273100,peripheral,1.0000,2,0.3505,"вход 1/10 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,10000,0,2,0,0.0000,0.000297334,0,0,8,0,2,false,false,true
100000008205937100,peripheral,1.0000,12,0.4550,"вход 1/35 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,35000,0,3,0,0.0000,0.000329722,0,0,5,0,2,false,false,true
100000005507142100,peripheral,1.0000,35,0.5664,"вход 3/51 тыс KZT, выход 3/100 тыс KZT (пропуск 196%): признаков роли нет",3,3,51000,100000,3,4,1.9608,0.000555533,23,0,1,0,2,false,false,false
100000005539910100,peripheral,1.0000,2,0.5945,"вход 1/102 тыс KZT, выход 2/22 тыс KZT (пропуск 22%): признаков роли нет",1,2,102000,22000,1,2,0.2157,0.00049577,242,0,4,0,2,false,false,false
100000002459163100,peripheral,1.0000,55,0.3274,"вход 1/20 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,20180,0,1,0,0.0000,0.000362649,0,0,1,10,2,false,false,true
100000004666651100,terminal,0.6000,64,0.6562,"конечный получатель: получил 429 тыс KZT от 1 (1 перев.), исходящих ≥5000 нет, хотя обход шёл дальше (колено 2)",1,0,429250,0,1,0,0.0000,0.000454866,0,0,4,0,2,false,false,true
100000003927792100,peripheral,1.0000,15,0.3057,"вход 1/13 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,13067,0,1,0,0.0000,0.000288162,0,0,3,0,2,false,false,true
100000000607941100,peripheral,1.0000,4,0.6418,"вход 2/50 тыс KZT, выход 1/70 тыс KZT (пропуск 140%): признаков роли нет",2,1,50000,70000,3,4,1.4000,0.000574373,291,0,3,0,2,false,false,false
100000004158362100,peripheral,1.0000,1,0.2839,"вход 1/12 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,12000,0,1,0,0.0000,0.000289811,0,0,2,0,2,false,false,true
100000005664922100,peripheral,1.0000,21,0.5024,"вход 2/22 тыс KZT, выход 3/537 тыс KZT (пропуск 2441%): признаков роли нет",2,3,22000,537000,2,4,24.4091,0.00080096,20,0,1,0,2,false,false,false
100000007594394100,peripheral,1.0000,16,0.7547,"вход 6/395 тыс KZT, выход 1/3.4 млн KZT (пропуск 854%): признаков роли нет",6,1,395385,3376312,6,40,8.5393,0.000403153,182.69,0,4,0,2,false,false,false
100000000979567100,peripheral,1.0000,0,0.3096,"вход 1/10 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,10000,0,1,0,0.0000,0.000527594,0,0,1,1,2,false,false,true
100000002831727100,peripheral,1.0000,16,0.2490,"вход 1/6 тыс KZT, выход 1/77 тыс KZT (пропуск 1283%): признаков роли нет",1,1,6000,77000,1,3,12.8333,0.00028918,97,0,1,0,2,false,false,false
100000003062895100,terminal,0.6600,3,0.6887,"конечный получатель: получил 328 тыс KZT от 2 (2 перев.), исходящих ≥5000 нет, хотя обход шёл дальше (колено 2)",2,0,328444,0,2,0,0.0000,0.000405309,0,0,2,0,2,false,false,true
100000008376089100,peripheral,0.7000,28,0.4811,"вход 1/135 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,135000,0,1,0,0.0000,0.000300749,0,0,3,0,2,false,false,true
100000003219438100,peripheral,1.0000,32,0.3719,"вход 1/32 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,32000,0,1,0,0.0000,0.000444269,0,0,1,0,2,false,false,true
100000000967918100,peripheral,1.0000,1,0.3999,"вход 1/21 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,21200,0,3,0,0.0000,0.000476435,0,0,2,0,2,false,false,true
100000003254723100,peripheral,0.5600,2,0.5880,"вход 1/270 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,269850,0,6,0,0.0000,0.00052684,0,0,4,0,2,false,false,true
100000003823811100,peripheral,1.0000,17,0.4893,"вход 1/30 тыс KZT, выход 3/66 тыс KZT (пропуск 220%): признаков роли нет",1,3,30000,66130,1,3,2.2043,0.000354831,628.44,0,3,0,2,false,false,false
100000008587459100,peripheral,1.0000,1,0.5979,"вход 2/182 тыс KZT, выход 2/686 тыс KZT (пропуск 378%): признаков роли нет",2,2,181507,686500,2,4,3.7822,0.000299121,89.4517,0,2,0,2,false,false,false
100000008603331100,peripheral,0.8000,3,0.5102,"вход 2/40 тыс KZT, выход 6/742 тыс KZT (пропуск 1878%): признаков роли нет",2,6,39500,741774,3,6,18.7791,0.000342319,988,0,1,0,2,false,false,false
100000008758168100,peripheral,0.8300,18,0.6361,"вход 2/75 тыс KZT, выход 5/1.5 млн KZT (пропуск 2034%): признаков роли нет",2,5,75410,1533600,2,5,20.3368,0.000316616,282.72,0,5,0,2,false,false,false
100000003724440100,peripheral,0.6200,2,0.5422,"вход 2/50 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",2,0,50000,0,2,0,0.0000,0.000306398,0,0,4,0,2,false,false,true
100000000291906100,transit,0.7900,48,0.7425,"транзит: получил 388 тыс KZT от 2, отдал 456 тыс KZT на 2 (пропуск 117%); в течение 2 дней ушло 42%",2,2,388000,455854,3,6,1.1749,0.000757952,394,0,1,0,2,false,false,false
100000005077484100,peripheral,1.0000,27,0.5063,"вход 1/150 тыс KZT, выход 2/14 тыс KZT (пропуск 9%): признаков роли нет",1,2,150000,13550,1,2,0.0903,0.000535915,2,0,1,3,2,false,false,false
100000004192107100,peripheral,1.0000,2,0.3514,"вход 1/25 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,25000,0,1,0,0.0000,0.000297676,0,0,2,0,2,false,false,true
100000002193259100,transit,0.7900,9,0.7397,"транзит: получил 48 тыс KZT от 2, отдал 58 тыс KZT на 3 (пропуск 121%); в течение 2 дней ушло 69%",2,3,48000,58000,2,3,1.2083,0.000883438,325,0,4,0,2,false,false,false
100000005481280100,peripheral,1.0000,15,0.4426,"вход 1/33 тыс KZT, выход 3/50 тыс KZT (пропуск 153%): признаков роли нет",1,3,32700,50000,1,3,1.5291,0.00029436,220.342,0,3,0,2,false,false,false
100000004527381100,peripheral,1.0000,15,0.4956,"вход 1/119 тыс KZT, выход 1/274 тыс KZT (пропуск 229%): признаков роли нет",1,1,119333,273866,1,1,2.2950,0.000373375,1622,0,1,0,2,false,false,false
100000001578517100,peripheral,1.0000,4,0.3805,"вход 1/30 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,30000,0,1,0,0.0000,0.000288972,0,0,4,0,2,false,false,true
100000003741418100,consolidator,0.7400,6,0.8813,"консолидация: получает от 9 плательщиков 152 тыс KZT, отдаёт дальше 26% (3 получ.)",9,3,151900,39920,13,3,0.2628,0.000628609,266.241,0,3,0,2,false,false,false
100000008737514100,peripheral,1.0000,15,0.4700,"вход 1/85 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,85000,0,1,0,0.0000,0.000310871,0,0,3,0,2,false,false,true
100000002870463100,peripheral,0.5200,7,0.7146,"вход 3/207 тыс KZT, выход 1/10 тыс KZT (пропуск 5%): признаков роли нет",3,1,207000,10000,4,1,0.0483,0.00202836,98,0,2,0,2,false,false,false
100000008545727100,peripheral,0.8000,8,0.4574,"вход 1/30 тыс KZT, выход 6/1.9 млн KZT (пропуск 6222%): признаков роли нет",1,6,30000,1866500,1,7,62.2167,0.000336806,677.286,0,2,0,2,false,false,false
100000000425407100,peripheral,1.0000,2,0.2912,"вход 1/20 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,20000,0,1,0,0.0000,0.000303433,0,0,1,0,2,false,false,true
100000001418900100,peripheral,1.0000,0,0.3272,"вход 1/40 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,40140,0,2,0,0.0000,0.000297567,0,0,1,1,2,false,false,true
100000001677929100,peripheral,1.0000,7,0.6309,"вход 3/127 тыс KZT, выход 2/286 тыс KZT (пропуск 226%): признаков роли нет",3,2,126777,286098,3,4,2.2567,0.00348972,6,0,1,0,2,false,false,false
100000002539625100,peripheral,1.0000,3,0.4138,"вход 1/95 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,94700,0,1,0,0.0000,0.000343094,0,0,1,0,2,false,false,true
100000001965374100,peripheral,1.0000,21,0.6828,"вход 2/1.8 млн KZT, выход 3/3.1 млн KZT (пропуск 175%): признаков роли нет",2,3,1759720,3082100,8,5,1.7515,0.00127048,8,0,1,0,2,false,false,false
100000001287955100,peripheral,1.0000,11,0.3200,"вход 1/18 тыс KZT, выход 4/310 тыс KZT (пропуск 1769%): признаков роли нет",1,4,17520,310000,1,5,17.6941,0.000292324,3433.33,0,1,0,2,false,false,false
100000005402643100,transit,0.5100,3,0.5011,"транзит: получил 128 тыс KZT от 1, отдал 90 тыс KZT на 1 (пропуск 70%); в течение 2 дней ушло 0%",1,1,127800,90000,1,1,0.7042,0.000295983,2,0,1,0,2,false,false,false
100000008752616100,peripheral,0.7700,3,0.6206,"вход 2/65 тыс KZT, выход 7/1.3 млн KZT (пропуск 1961%): признаков роли нет",2,7,64510,1265000,2,7,19.6094,0.000311345,700.288,0,4,0,2,false,false,false
100000000733373100,peripheral,1.0000,4,0.3410,"вход 1/11 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,10710,0,1,0,0.0000,0.000304116,0,0,3,0,2,false,false,true
100000008531133100,peripheral,1.0000,4,0.4137,"вход 1/25 тыс KZT, выход 3/158 тыс KZT (пропуск 633%): признаков роли нет",1,3,25000,158272,1,3,6.3309,0.0005296,117.833,0,1,0,2,false,false,false
100000005933757100,coordinator,0.9300,13,0.9286,"координация: вход 4/1.2 млн KZT, выход 34/3.0 млн KZT; посредничество top-3% (19646), кластеров на входе 3, seed выше по цепочке 2",4,34,1246000,3002628,6,46,2.4098,0.000995051,19646,0,2,0,2,false,false,false
100000006490557100,peripheral,1.0000,7,0.1723,"вход 1/5 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,5000,0,1,0,0.0000,0.000284626,0,0,1,0,2,false,false,true
100000008497298100,terminal,0.6700,3,0.5492,"конечный получатель: получил 600 тыс KZT от 1 (1 перев.), исходящих ≥5000 нет, хотя обход шёл дальше (колено 2)",1,0,600000,0,1,0,0.0000,0.00034012,0,0,1,0,2,false,false,true
100000005168487100,peripheral,1.0000,10,0.4508,"вход 1/15 тыс KZT, выход 1/104 тыс KZT (пропуск 690%): признаков роли нет",1,1,15000,103510,1,14,6.9007,0.00190513,0,0,4,0,2,false,false,false
100000005799271100,peripheral,1.0000,10,0.4977,"вход 1/45 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,45000,0,2,0,0.0000,0.00053344,0,0,4,0,2,false,false,true
100000000912487100,peripheral,1.0000,2,0.3037,"вход 1/10 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,10000,0,1,0,0.0000,0.000290102,0,0,3,0,2,false,false,true
100000007982908100,peripheral,1.0000,0,0.3071,"вход 1/31 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,31080,0,1,0,0.0000,0.000294514,0,0,1,1,2,false,false,true
100000005413948100,peripheral,1.0000,3,0.5370,"вход 2/28 тыс KZT, выход 1/5 тыс KZT (пропуск 18%): признаков роли нет",2,1,28215,5000,2,1,0.1772,0.00194575,110,0,1,0,2,false,false,false
100000000724540100,peripheral,1.0000,5,0.5020,"вход 1/50 тыс KZT, выход 1/100 тыс KZT (пропуск 200%): признаков роли нет",1,1,50000,100000,1,1,2.0000,0.000307942,100,0,4,0,2,false,false,false
100000005730108100,peripheral,1.0000,1,0.3320,"вход 1/8 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,8000,0,1,0,0.0000,0.00035664,0,0,2,0,2,false,false,true
100000002566204100,peripheral,1.0000,8,0.3967,"вход 1/81 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,80805,0,1,0,0.0000,0.000322259,0,0,1,0,2,false,false,true
100000000625169100,peripheral,1.0000,0,0.2091,"вход 1/10 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,10000,0,1,0,0.0000,0.000287408,0,0,1,1,2,false,false,true
100000001114385100,peripheral,1.0000,2,0.3337,"вход 1/30 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,29500,0,1,0,0.0000,0.000288657,0,0,2,0,2,false,false,true
100000002964966100,peripheral,0.6300,2,0.5183,"вход 1/200 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,200000,0,1,0,0.0000,0.000393146,0,0,2,0,2,false,false,true
100000008771814100,peripheral,1.0000,0,0.2783,"вход 1/24 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,23700,0,1,0,0.0000,0.000292026,0,0,1,1,2,false,false,true
100000001241318100,peripheral,1.0000,1,0.4129,"вход 1/53 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,53000,0,1,0,0.0000,0.0005277,0,0,1,0,2,false,false,true
100000001250022100,peripheral,1.0000,7,0.3325,"вход 1/50 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,50000,0,1,0,0.0000,0.00029345,0,0,1,0,2,false,false,true
100000006534886100,peripheral,1.0000,4,0.4516,"вход 1/72 тыс KZT, выход 1/168 тыс KZT (пропуск 234%): признаков роли нет",1,1,71700,167500,5,8,2.3361,0.00112395,0,0,1,0,2,false,false,false
100000008655035100,peripheral,1.0000,7,0.4345,"вход 1/30 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,30000,0,1,0,0.0000,0.000536934,0,0,2,0,2,false,false,true
100000005932987100,peripheral,1.0000,32,0.3497,"вход 1/25 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,25000,0,3,0,0.0000,0.000409218,0,0,1,0,2,false,false,true
100000008636603100,coordinator,0.8800,9,0.7120,"координация: вход 2/35 тыс KZT, выход 6/159 тыс KZT; посредничество top-3% (17535), кластеров на входе 2, seed выше по цепочке 2",2,6,35460,159375,2,7,4.4945,0.000336807,17535.3,0,2,0,2,false,false,false
100000008710843100,coordinator,0.8100,18,0.6818,"координация: вход 2/34 тыс KZT, выход 13/2.0 млн KZT; посредничество top-3% (6237), кластеров на входе 2, seed выше по цепочке 3",2,13,33944,1985500,3,14,58.4934,0.000291294,6236.54,0,3,0,2,false,false,false
100000000917179100,peripheral,1.0000,13,0.4299,"вход 1/94 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,94465,0,2,0,0.0000,0.000423415,0,0,1,0,2,false,false,true
100000004209339100,peripheral,1.0000,10,0.6251,"вход 1/138 тыс KZT, выход 2/238 тыс KZT (пропуск 172%): признаков роли нет",1,2,138500,238500,6,11,1.7220,0.000812685,106,0,4,0,2,false,false,false
100000008765627100,peripheral,1.0000,7,0.3491,"вход 1/60 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,60000,0,1,0,0.0000,0.000295333,0,0,1,0,2,false,false,true
100000002443664100,terminal,1.0000,11,0.7482,"конечный получатель: получил 557 тыс KZT от 3 (3 перев.), исходящих ≥5000 нет, хотя обход шёл дальше (колено 2)",3,0,556880,0,3,0,0.0000,0.000336889,0,0,4,0,2,false,false,true
100000008144528100,terminal,1.0000,4,0.8191,"конечный получатель: получил 1.1 млн KZT от 5 (13 перев.), исходящих ≥5000 нет, хотя обход шёл дальше (колено 2)",5,0,1068203,0,13,0,0.0000,0.00104941,0,0,4,0,2,false,false,true
100000003988112100,peripheral,1.0000,17,0.5173,"вход 1/92 тыс KZT, выход 1/64 тыс KZT (пропуск 70%): признаков роли нет",1,1,92000,64000,2,5,0.6957,0.000501139,0,0,3,0,2,false,false,false
100000008008463100,peripheral,1.0000,7,0.3419,"вход 1/54 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,54180,0,1,0,0.0000,0.000294237,0,0,1,0,2,false,false,true
100000006679055100,peripheral,1.0000,2,0.3818,"вход 1/25 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,25000,0,1,0,0.0000,0.000299198,0,0,3,0,2,false,false,true
100000007382543100,peripheral,1.0000,26,0.6713,"вход 3/218 тыс KZT, выход 5/427 тыс KZT (пропуск 196%): признаков роли нет",3,5,218000,427000,3,8,1.9587,0.00118014,1233.82,0,1,0,2,false,false,false
100000007749092100,peripheral,1.0000,4,0.3270,"вход 1/8 тыс KZT, выход 1/70 тыс KZT (пропуск 920%): признаков роли нет",1,1,7650,70375,1,5,9.1993,0.00189613,0,0,1,0,2,false,false,false
100000004221668100,peripheral,0.7700,25,0.7092,"вход 4/1.1 млн KZT, выход 3/731 тыс KZT (пропуск 65%): признаков роли нет",4,3,1128300,731440,8,10,0.6483,0.0032209,23,0,1,0,2,false,false,false
100000008174521100,peripheral,1.0000,4,0.5056,"вход 1/82 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,82110,0,1,0,0.0000,0.000437978,0,0,3,0,2,false,false,true
